# n_meets	state	city	venue_name	location_raw	gps_lat	gps_long   (fill the last two with your geocoder)
1	PA		Murray H Goodman Campus	Murray H Goodman Campus 150 Goodman Drive Bethlehem, PA 18015		
1	FL		Puppy Creek Ranch	Puppy Creek Ranch 195 Harvey Young Farm Crawfordville, FL 32327		
1	SC		Owens Field Cross-Country Course	Owens Field Cross-Country Course 1600 Harden Street Columbia, SC 29205		
1	AR		JBU XC Course	JBU XC Course 2000 W Villa View Dr Siloam Springs, AR 72761		
1						
1						
1						
1	FL		Laurel Hill	Laurel Hill Laurel Hill, FL 32312		
1	NH		Campbell High School	Campbell High School 1 Highlander Court Litchfield, NH 03052		
1	FL		SCS	SCS Sarasota, FL 34232		
1						
1	CA		Wildhorse Golf Club	Wildhorse Golf Club Davis, CA 95616		
1						
1						
1	NH		Colby-Sawyer	Colby-Sawyer New London, NH 03257		
1						
1	MI		Michigan	Michigan Ann Arbor, MI 48109		
1	TX		Prairie View A&M University	Prairie View A&M University Prairie View, TX 77446		
1	LA		Grambling	Grambling Lincoln Parish Park Ruston, LA 71245		
1	IN		Eagle Park, Nashville Indiana	Eagle Park, Nashville Indiana P.O. Box 68 Nashville, IN 47448		
1	IN	New Carlisle	New Prairie HS	New Prairie HS New Carlisle, IN		
1						
1						
1						
1	MD		MD-Eastern Shore	MD-Eastern Shore Princess Anne, MD 21853		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	IN		LaVern Gibson Championship Cross Country Cours	LaVern Gibson Championship Cross Country Cours 599 Tabortown Rd Terre Haute, IN 47803		
1	CT		Mitchell College Stegman Farm	Mitchell College Stegman Farm New London, CT 06320		
1	AR	Clarksville	Univ of the Ozarks	Univ of the Ozarks Clarksville, AR		
1						
1						
1						
1						
1						
1	FL		Tampa Sickles	Tampa Sickles Tampa, FL 33625		
1						
1	NY		Field of Dreams XC course	Field of Dreams XC course One Willard Avenue Houghton, NY 14744		
1						
1	OH		Hillcrest Golf Course	Hillcrest Golf Course Findlay, OH 45840		
1						
1	VT		Norwich	Norwich 158 Harmon Drive Northfield, VT 05663		
1	MA		Highland Park	Highland Park 02703 Attleboro, MA 02703		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL	West Palm Beach	Dyer Park	Dyer Park West Palm Beach, FL		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Trinity Youth Camp	Trinity Youth Camp Keystone Heights, FL 32656		
1	MI	Houghton	Michigan Tech	Michigan Tech Houghton, MI		
1	VT		Vermont	Vermont Burlington, VT 05405		
1	AR		Arkansas	Arkansas 2300 Highland Batesville, AR 72501		
1	NY		Central Park	Central Park New York, NY 10031		
1						
1						
1						
1	GA		Covenant	Covenant Lookout Mountain, GA 30750		
1						
1						
1						
1						
1						
1						
1	KS		Witchita State	Witchita State Witchita, KS 67260		
1	OK		Oklahoma State Cross Country Course	Oklahoma State Cross Country Course Stillwater, OK 74078		
1	TN		Mike Rose Soccer Complex	Mike Rose Soccer Complex 9000 East Shelby Drive Memphis, TN 38125		
1						
1	AR		Pollards Field	Pollards Field 2000 W Villa View Dr Siloam Springs, AR 72761		
1						
1						
1						
1						
1						
1						
1	FL		Bradenton Christian	Bradenton Christian Bradenton, FL 34241		
1	FL		2025 Out-of-Door 3k	2025 Out-of-Door 3k Sarasota, FL 34241		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	OR		Pine Ridge Golf Club	Pine Ridge Golf Club , OR		
1	NC		Meredith College	Meredith College Raleigh, NC 27607		
1	MN		Gustavus Adolphus Campus	Gustavus Adolphus Campus St. Peter, MN 55441		
1						
1						
1	DE		Carousel Park	Carousel Park carousel park wilmington, DE 12345		
1	MT	Billings	Amend Park	Amend Park Billings, MT		
1	NM		Gene Torres Golf Course	Gene Torres Golf Course 1 Country Club Dr Las Vegas, NM 87701		
1	WV		Mon Rail Trail	Mon Rail Trail Morgantown, WV 12345		
1	NC		Oatlands Plantation, Leesburg, VA.	Oatlands Plantation, Leesburg, VA. Leesburg, Va Leesburg, NC 20176		
1	AZ		Silver Lake Park	Silver Lake Park Tucson, AZ 85713		
1	IN		IU Varsity Cross Country Course	IU Varsity Cross Country Course Bloomington, IN 12345		
1						
1	PA		Lamb's Creek Recreation Area	Lamb's Creek Recreation Area Mansfield, PA 16933		
1	PA		West Branch XC Course	West Branch XC Course Lock Haven Athletic Complex Lock Haven, PA 17745		
1	NY		Morrisville State	Morrisville State 80 Eaton Street Morrisville, NY 13408		
1	MS		Delta State University	Delta State University Cleveland, MS 38733		
1	IL		Univ. of Ill. Arboretum	Univ. of Ill. Arboretum Urbana, IL 12345		
1						
1						
1						
1	NC		Montreat	Montreat Montreat, NC 28757		
1	PA		Robertson Athletic Complex Course	Robertson Athletic Complex Course Meadville, PA 16336		
1						
1						
1						
1						
1						
1						
1	NH		New Hampshire	New Hampshire Pelham, NH 03824		
1	FL		3Y Ranch	3Y Ranch 195 Harvey Young Farm Crawfordville, FL 32327		
1	NH		Bow High School	Bow High School 55 Falcon Way Bow, NH 03304		
1	NY		Broadway Park	Broadway Park Sayville, NY 11782		
1						
1						
1						
1						
1	NH		Sanborn Regional High School	Sanborn Regional High School 13 Church St. Kingston, NH 03848		
1						
1						
1	MI		Fremont	Fremont 156 Homestead Avenue Fremont, MI 49412		
1	AR	City Not Supplied	Bridgewater College	Bridgewater College City Not Supplied, AR		
1	SD		Madison Country Club	Madison Country Club Madison, SD 12345		
1						
1	TN		Moccasin Bend	Moccasin Bend Chattanooga, TN 37415		
1	MO		Cardinal Hills Golf Course	Cardinal Hills Golf Course Liberty, MO 64068		
1						
1	NY		Saint Bonaventure, NY	Saint Bonaventure, NY Saint Bonaventure, NY 14778		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	WI		PatriotLeague XC Championship Meet	PatriotLeague XC Championship Meet Marquette, WI 49855		
1	WI		Pac-10 Conference	Pac-10 Conference Marquette, WI 49855		
1	WI		District 9-5A Cross Country Championship	District 9-5A Cross Country Championship Marquette, WI 49855		
1						
1						
1						
1	FL		Escambia County Equestrian Center	Escambia County Equestrian Center Pensacola, FL 32526		
1						
1	NH		Monadnock Regional High School	Monadnock Regional High School East Swanzey, NH 03446		
1	MD		Winter Place Park	Winter Place Park Salisbury, MD 21801		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	NH		Hollis/Brookline High School	Hollis/Brookline High School 24 Cavalier Court Hollis, NH 03049		
1	TN	Memphis	Venue Not Supplied	Venue Not Supplied Memphis, TN		
1						
1	PA		PSU Behrend	PSU Behrend Erie, PA 16510		
1						
1						
1						
1						
1						
1						
1	ME		UMaine	UMaine Orono, ME 04469		
1	MO		Six Flags Amusement Park	Six Flags Amusement Park Eureka, MO 63141		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	CA		Balboa Park	Balboa Park San Diego, CA 92314		
1	CA		Palos Verdes Park	Palos Verdes Park Palos Verdes, CA 90274		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	NH	Concord	St. Paul's School	St. Paul's School Concord, NH		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	PA		Union Canal Tunnel Park	Union Canal Tunnel Park Lebanon, PA 17046		
1	MI		Pleasant Hills Golf Course	Pleasant Hills Golf Course 6012 South Mission Road Mount Pleasant, MI 48858		
1						
1						
1						
1	TX	Austin	Walter E. Long Lake	Walter E. Long Lake Austin, TX		
1						
1						
1						
1						
1						
1						
1						
1						
1	TN		Sewanee Golf Club	Sewanee Golf Club Sewanee, TN 37383		
1	GA		Nash Farm Battlefield Park	Nash Farm Battlefield Park Hampton, GA 30228		
1	ID		ISU Centenial XC Course	ISU Centenial XC Course Alvin Ricken Drive Pocatello, ID 83201		
1						
1						
1						
1						
1	AR	City Not Supplied	Hampden-Sydney College	Hampden-Sydney College City Not Supplied, AR		
1						
1						
1						
1						
1						
1	IN		South Side Annex	South Side Annex , IN		
1	NY		Van Cortland Park	Van Cortland Park Bayside, NY 10471		
1						
1						
1						
1	IN		Sunset Hill Farm County Park	Sunset Hill Farm County Park 2125 Sout 11th Street Valparaiso, IN 46304		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Chain of Lakes Park- Titusville, FL	Chain of Lakes Park- Titusville, FL Titusville, FL 32806		
1	AR		Arkansas-Little Rock	Arkansas-Little Rock 3400 Rebsamen Park Rd Little Rock, AR 72202		
1	NM		New Mexico Junior College	New Mexico Junior College Hobbs, NM 88240		
1	FL		Venue	Venue Address Orlando, FL 32825		
1	NE		Millard South	Millard South Omaha, NE 68137		
1	WI		Crystal Springs Course	Crystal Springs Course Marquette, WI 49855		
1						
1						
1	MI		Fremont	Fremont 24 Cavalier Court Fremont, MI 49412		
1						
1						
1						
1						
1						
1	NM		UNM N. Campus Golf Course	UNM N. Campus Golf Course Albuquerque, NM 87131		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TX		Classic Elites Soccer Complex	Classic Elites Soccer Complex 11600 Starcrest Dr. San Antonio, TX 78247		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	MN	St. Bonifacius	crown college	crown college St. Bonifacius, MN		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	ID		University of Idaho	University of Idaho Moscow, ID 83843		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		BA South Coumty Regional Park	BA South Coumty Regional Park 12551 Glades Road Boca Raton, FL 33498		
1						
1						
1						
1						
1	NY		Van Cortlandt Park in the Bronx	Van Cortlandt Park in the Bronx Broadway & Vancortlandt Park South Bronx, NY 10462		
1						
1	GA		Council Farm Course	Council Farm Course 1079 Council Mc Cranie Rd MILLEDGEVILLE, GA 31061		
1	GA		First Tee Golf Course	First Tee Golf Course LaGrange, GA 30241		
1	DE		Delaware State Outreach and Research Facility	Delaware State Outreach and Research Facility Smyrna, DE 11223		
1	TX		New Summerfield	New Summerfield TX-110 New Summerfield, TX 75780		
1						
1	FL		Sebastian High School	Sebastian High School Sebastain, FL 32958		
1						
1	TX	Wichita Falls	River Creek Golf Course	River Creek Golf Course Wichita Falls, TX		
1	WI		Fields for Kids Soccer Complex	Fields for Kids Soccer Complex 700 N Pettibone Drive La Crosse, WI 64601		
1						
1						
1						
1	NJ		Garrett Park	Garrett Park Woodland Park, NJ 07430		
1	WA		Pipestem, WV	Pipestem, WV Pipestem, WA 25979		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	VA		New Market Battlefield	New Market Battlefield New Market, VA 22846		
1	FL		FAMU Rec Center	FAMU Rec Center 2101 Wahnish Way Tallahassee, FL 32222		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	CT		Long Lane Farm	Long Lane Farm 100 Long Farm Road Middletown, CT 06459		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Holloway Park XC Course	Holloway Park XC Course Lakeland, FL 33801		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	FL		Embry-Riddle Cross Country Course	Embry-Riddle Cross Country Course 600 S. Clyde Morris Blvd. Daytona Beach, FL 32114		
1						
1						
1	VT		St. Michael's	St. Michael's Colchester, VT 05446		
1	MN		Buffalo Heights Golf Course	Buffalo Heights Golf Course 905 Highway 25 S Buffalo, MN 55313		
1						
1						
1						
1	PA		Lorimer Park Cross-Country Course	Lorimer Park Cross-Country Course Huntingdon Valley, PA 19006		
1						
1						
1						
1	PA		Union Canal Tunnel Park	Union Canal Tunnel Park - Lebanon, PA Lebanon, PA 17046		
1	FL		Escambia County Equestrian Center- Pensacola	Escambia County Equestrian Center- Pensacola Pensacola, FL 32806		
1	AK		Alaska Fairbanks	Alaska Fairbanks Fairbanks, AK 99709		
1	VT		Middlebury College	Middlebury College Middlebury, VT 05452		
1						
1	AR	City Not Supplied	Saint Mary's University	Saint Mary's University City Not Supplied, AR		
1						
1						
1	FL	Jacksonville	Jacksonville Classical Academy	Jacksonville Classical Academy Jacksonville, FL		
1						
1						
1						
1						
1						
1						
1						
1						
1	NH		St.Anslem College	St.Anslem College Manchester, NH 03102		
1	PA		Doug Watts Course	Doug Watts Course Edinboro, PA 16444		
1						
1						
1						
1						
1						
1						
1	MN		Bluestem Center for the Arts	Bluestem Center for the Arts Moorhead, MN 56561		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1			Vermont Tech	Vermont Tech Randolph Center, VT VT		
1	NC		McApline Creek Greenway	McApline Creek Greenway Charlotte, NC 28223		
1						
1						
1						
1						
1	IA		A.N. Kyper Athletics Complex	A.N. Kyper Athletics Complex Pella, IA 50219		
1						
1						
1						
1						
1	MN		Saint Mary's University of Minnesota	Saint Mary's University of Minnesota 700 Terrace Heights Winona, MN 55987		
1	IN	Westville	Purdue Northwest	Purdue Northwest Westville, IN		
1						
1	NC	City Not Supplied	Freedom Park(Charlotte,NC)	Freedom Park(Charlotte,NC) City Not Supplied, NC		
1	TX		TAMU Commerce	TAMU Commerce Commerce, TX 75429		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	GA		Savannah State University	Savannah State University 1 University Blvd Savannah, GA 30066		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	TX		San Gabriel Park	San Gabriel Park Georgetown, TX 76513		
1						
1						
1	PA	Gibsonia	Chatham Eden Hall Campus	Chatham Eden Hall Campus Ridge Road Gibsonia, PA		
1	FL		Hardee HS	Hardee HS Wauchula, FL 33873		
1	FL		Baker (Cape Coral)	Baker (Cape Coral) 3500 Aqualinda Blvd Cape Coral, FL 33914		
1						
1	AR	Clarksville	Ozarks Trails	Ozarks Trails Clarksville, AR		
1	FL		DHS XC	DHS XC Davenport, FL 33837		
1						
1						
1						
1	KY	Owensboro	Kentucky Wesleyan	Kentucky Wesleyan Owensboro, KY		
1						
1						
1						
1						
1						
1	MA		MDES Campus Course	MDES Campus Course Princess Anne, MA 21853		
1	KS		Lexington Lake	Lexington Lake De Soto, KS 66018		
1						
1						
1			SMA MIDDLE SCHOOL	SMA MIDDLE SCHOOL Sarasota, FL 3424		
1						
1						
1	GA		Kennesaw	Kennesaw Cartersville, GA 30144		
1						
1	SC		Hosted by So. Wesleyan Univ in Central, SC	Hosted by So. Wesleyan Univ in Central, SC Central, SC 29630		
1	NH		KENNETT	KENNETT 176 Main St. Conway, NH 03818		
1						
1						
1	NH		John Stark	John Stark Weare, NH 03281		
1	NH		Bedford High School	Bedford High School Bedford, NH 03110		
1	WI		Prescott High School	Prescott High School Prescott, WI 54021		
1	NH		John Stark Regional High School	John Stark Regional High School Weare, NH 03281		
1	WV	Bluefield	Lotito Park	Lotito Park Bluefield, WV		
1	NJ		Green Lane Fields	Green Lane Fields The College of New Jersey Ewing, NJ 08628		
1	FL		Central High School	Central High School Brooksville, FL 34613		
1	ID		LCSC XC Traile	LCSC XC Traile Lewiston, ID 83501		
1	FL		Whispering Pines Park	Whispering Pines Park Inverness, FL 34450		
1						
1						
1						
1						
1						
1	SC		Winthrop University Farm	Winthrop University Farm Rock Hill, SC 29733		
1	CA		NTC Park at Liberty Station	NTC Park at Liberty Station 7250 Mesa College Drive San Diego, CA 92111		
1	OH		Ottawa Park Golf Course	Ottawa Park Golf Course 1 Walden Drive Toledo, OH 43606		
1						
1	CA		Central Park, HB	Central Park, HB Huntington Beach, CA 92647		
1	PA		Elizabethtown College Campus Loop	Elizabethtown College Campus Loop One Alpha Drive Elizabethtown, PA 17022		
1						
1						
1	MA		Great Barrington Fairgrounds	Great Barrington Fairgrounds 775 Main Street Great Barrington, MA 01230		
1	NH		North Star Timing	North Star Timing Hollis-Brookline, NH 03049		
1	NY		Montgomery Place	Montgomery Place Andonia, NY 12504		
1						
1						
1						
1	WA		East Lake Padden	East Lake Padden Ballingham, WA 98226		
1	KY		Spero Kereiakes Park	Spero Kereiakes Park Bowling Green, KY 42103		
1						
1	PR		U.C.B.	U.C.B. Avenida Zaya Verde Urb. La Milagrosa Bayamon, PR 00960		
1						
1						
1	TN		U. of the South Golf Course	U. of the South Golf Course Sewanee, TN 30066		
1	NC	Kernersville	Ivey M. Redmon Sports Complex	Ivey M. Redmon Sports Complex Kernersville, NC		
1	TX		Canyon, Texas	Canyon, Texas Canyon, TX 79015		
1	NY		Ronald C. Hoffmann Championship CC Course	Ronald C. Hoffmann Championship CC Course St. Lawrence University Canton, NY 13617		
1	MN		St. Catherine University	St. Catherine University 2004 Randolph Ave Saint Paul, MN 55105		
1	IL		Illinois-Springfield	Illinois-Springfield Springfield, IL 62703		
1	CA		Bonelli Park	Bonelli Park San Dimas, CA 91740		
1	MA	Northampton	Smith College Cross Country Course	Smith College Cross Country Course Northampton, MA		
1						
1	WV		Barbour County Fair Grounds	Barbour County Fair Grounds 101 College Hill Drive Philippi, WV 26416		
1	IA		Max Cross Country Course	Max Cross Country Course Waverly, IA 50428		
1						
1						
1	VT		Middlebury College	Middlebury College Middlebury College, Athletics Middlebury, VT 05753		
1						
1	KS		Cotton wood Point	Cotton wood Point Marion, KS 66062		
1	KY		Yellow Creek Park	Yellow Creek Park 3000 Fredrica St. Owensboro, KY 42303		
1						
1	PA		Misericordia	Misericordia East 42nd St Dallas, PA 18612		
1	WY	Riverton	Central Wyoming College	Central Wyoming College Riverton, WY		
1	VA	Bluefield	Bluefield	Bluefield Bluefield, VA		
1	NY		Hudson Valley Sports Dome	Hudson Valley Sports Dome Milton, NY 12550		
1	CA		Oxnard College	Oxnard College Oxnard, CA 93033		
1	CA		Woodward Park	Woodward Park Clovis, CA 12345		
1	IN		Southeastern Baptist Youth Camp CC Course	Southeastern Baptist Youth Camp CC Course Greensburg, IN 47240		
1	MN		St. John's University	St. John's University Collegeville, MN 56321		
1	IN	Cowan	Cowan HS	Cowan HS Cowan, IN		
1						
1	VA		Virginia State	Virginia State Petersburg, VA 23806		
1	FL		Fernandina Beach	Fernandina Beach 435 Citrone Drive Fernandina Beach, FL 32304		
1	WA		Downriver Golf Course	Downriver Golf Course 3225 N. Columbia Circle Spokane, WA 99205		
1	NY		Hilbert College	Hilbert College Hamburg, NY 14075		
1	VA		Randolph	Randolph 2500 Rivermont Avenue Lynchburg, VA 24503		
1			Concordia University Campus	Concordia University Campus Ann Arbor, Michigan 48105		
1	TX		Prairie View Stadium	Prairie View Stadium FM 1098 Rd & University Dr Prairie View, TX 77446		
1	MI		Alma College X-C Course (Shepherd High School XC Course)	Alma College X-C Course (Shepherd High School XC Course) Alma, MI 48801		
1	KS		Hutchinson Community College	Hutchinson Community College Hutchinson, KS 66062		
1						
1	NY		Norfolk-Norwood HS	Norfolk-Norwood HS Norfolk, NY 13668		
1	PA		Mansfield University	Mansfield University Mansfield, PA 16933		
1	WI		Bay College	Bay College Escabana, WI 49221		
1	NC	Rocky Mount	NC Wesleyan	NC Wesleyan Rocky Mount, NC		
1	NC	Wilson	Barton	Barton Wilson, NC		
1						
1	MI		Whiteford Valley Golf Club	Whiteford Valley Golf Club Ottawa, MI 49267		
1	AZ		Tucson Country Club	Tucson Country Club Tucson, AZ 85721		
1	CA		Saint Mary's College of California	Saint Mary's College of California Moraga, CA 94605		
1	FL		CB Smith Park	CB Smith Park Pembroke Pines, FL 33028		
1						
1	TN	Mroristown	Walters State CC Course	Walters State CC Course Mroristown, TN		
1	NH		Gunstock Mountain Resort	Gunstock Mountain Resort Gilford, NH 03246		
1						
1						
1	LA		City Park	City Park New Orleans, LA 70118		
1	SC	Due West	Bobby Clarke Farm	Bobby Clarke Farm Due West, SC		
1	SC	Charleston	Jones Island County Park	Jones Island County Park Charleston, SC		
1	AR	Fort Smith	First Tee	First Tee Fort Smith, AR		
1	MD		Hood College at Utica District Park	Hood College at Utica District Park Frederick, MD 21701		
1	CA		Hayward Regional Shoreline Park	Hayward Regional Shoreline Park 3010 W Winton Ave Hayward, CA 94545		
1						
1	TX		Abilene Christian Course	Abilene Christian Course Aibilene, TX 79697		
1						
1	NC		North Carolina Weslyan	North Carolina Weslyan Rocky Mount, NC 27804		
1	WI		Wayne E. Dannehl Cross Country Course	Wayne E. Dannehl Cross Country Course Kenosha, WI 53144		
1	DE		White Clay Creek	White Clay Creek Newark, DE 19716		
1	IN		Oak Hill High School	Oak Hill High School Mier, IN 83605		
1	WA		Eastern Washington University	Eastern Washington University - Cheney, Wash. Cheney, WA 99004		
1	MI		Fisher Field	Fisher Field Midland, MI 48640		
1	IN		LaVern Gibson Championship Cross Country Course	LaVern Gibson Championship Cross Country Course 599 Tabertown St Terre Haute, IN 47803		
1	IN		Sam Bell Cross Country Course	Sam Bell Cross Country Course Discovery Road Bloomington, IN 47408		
1	WA		Lake Wilderness Park	Lake Wilderness Park Maple Valley, WA 98042		
1	FL		Countryside HS	Countryside HS clearwater, FL 34621		
1						
1	NY		2022 Hilbert College Meghan Memorial XC	2022 Hilbert College Meghan Memorial XC 5200 South Park Avenue Hamburg, NY 14075		
1			Cairn University	Cairn University langhorne, pa 19047		
1						
1	OH		Champions Park  XC Course	Champions Park XC Course 4401 S. Charleston Pike Springfield, OH 45505		
1	OH		Clinton Heights Golf Course	Clinton Heights Golf Course 2760 E. Twp. Rd. 122 Tiffin, OH 44883		
1	WA		Hovander Homestead Park	Hovander Homestead Park 5299 Nielsen Ave Ferndale, WA 98248		
1	FL		The Claw: USF Golf Course	The Claw: USF Golf Course Tampa, FL 11111		
1						
1						
1	MN		Carleton Arb	Carleton Arb Northfield, MN 55057		
1	CO		North Monument Valley Park	North Monument Valley Park 205 W Fontanero Colorado Springs, CO 80907		
1	NC	Elizabeth City	Elizabeth City State University	Elizabeth City State University Elizabeth City, NC		
1	NE		Platteview Country Club	Platteview Country Club Bellevue, NE 68123		
1						
1	PA		Forty Fort Sports Complex	Forty Fort Sports Complex Forty Fot, PA 18704		
1	FL		Middleburg	Middleburg Orange Park , FL 32068		
1	LA		University Club of Baton Rouge	University Club of Baton Rouge 15333 Memorial Tower Dr Baton Rouge, LA 70810		
1	MO		Franics Park	Franics Park St. Louis, MO 63110		
1	NC		Elon University	Elon University , NC		
1	FL		Bradenton Christian	Bradenton Christian Bradenton, FL 34200		
1	PA		Allegheny Athletic Fields	Allegheny Athletic Fields Meadville, PA 16335		
1	IN		Muscatatuck State Park	Muscatatuck State Park , IN		
1	IA		DMACC	DMACC 2006 S Ankeny Blvd Ankeny, IA 50023		
1	NH		Concord High School	Concord High School Concord, NH 03301		
1	NC		Delhi	Delhi Delhi, NC 13753		
1	LA		LSU	LSU Baton Rouge, LA 70894		
1						
1	PA		B&D Acres	B&D Acres 3121 Hunington Furnace Road Tyrone, PA 16686		
1	MO	Neosho	Crowder College	Crowder College Neosho, MO		
1	FL		Sarasota Christian	Sarasota Christian Sarasota, FL 34232		
1						
1	FL		MorningSide Park	MorningSide Park 750 NE 55th Ter Miami, FL 33137		
1						
1	NC		Lake Kristi	Lake Kristi 3933 Mobleys Bridge Rd Grimesland, NC 27837		
1	NH		Hopkinton Runners Society	Hopkinton Runners Society 63 Penacook Rd Hopkinton Fairgrounds - Hopkinton, NH, NH 03229		
1	FL		NSB	NSB 100 Barracuda Blvd. NSB, FL 32169		
1	FL		Veterans Park	Veterans Park Fort Myers, FL 33912		
1	MD		USNA Cross Country Course	USNA Cross Country Course Annapolis, MD 21402		
1	FL		Lake McKethan Recreation Area	Lake McKethan Recreation Area Brooksville, FL 34601		
1	IN		Winchester Community	Winchester Community , IN		
1	HI		Kapiolani Park	Kapiolani Park Honolulu, HI 96822		
1	AR		South Bend Adams	South Bend Adams , AR		
1	IN		Lebanon	Lebanon 1601 Longley Drive Lebanon, IN 46052		
1						
1	MT		Bridger Creek Golf Course	Bridger Creek Golf Course 2710 McIlhattan Rd, Bozeman, MT 59715		
1	FL		South County Regional Park	South County Regional Park Boca Raton , FL 33334		
1	NM		New Mexico Highlands	New Mexico Highlands Las Vegas, NM 87701		
1	FL		Flanagan HS	Flanagan HS Pembroke Pines, FL 33028		
1	MA		Hampshire College	Hampshire College Amherst, MA 01040		
1						
1						
1						
1	AL	Huntsville	John Hunt Cross Country Park	John Hunt Cross Country Park Huntsville, AL		
1						
1						
1	TX	Round Rock	Old Settler Park	Old Settler Park Round Rock, TX		
1	CO		Colorado Mesa	Colorado Mesa Grand Junction, CO 81501		
1	IN		Van Hoozen Park	Van Hoozen Park Ft. Wayne, IN 46814		
1						
1						
1	FL		Providence School of Jacksonville	Providence School of Jacksonville Jacksonville, FL 32224		
1						
1	FL		Rockledge HS	Rockledge HS Rockledge, FL 34761		
1						
1						
1						
1						
1						
1						
1	SC	Charleston	Johns Island County Park	Johns Island County Park Charleston, SC		
1						
1						
1						
1						
1						
1						
1						
1	TN		Walters State CC	Walters State CC Morristown, TN 37813		
1						
1						
1						
1						
1						
1						
1						
1	PA		PSU Brandywine	PSU Brandywine Media PA, PA 19063		
1	FL	Tampa	The Claw at USF	The Claw at USF Tampa, FL		
1	CA		Mason Park, Irvine	Mason Park, Irvine Irvine, CA 92612		
1						
1	NY		Van Cortlandt Park	Van Cortlandt Park - Bronx, NY New York City, NY 06042		
1	TN		Maryville College Campus	Maryville College Campus Maryville, TN 37801		
1						
1	IN		CERAland Park	CERAland Park 3989 S. 525 E. Columbus, IN 47203		
1	NC		Pfeiffer XC Course	Pfeiffer XC Course Misenheimer, NC 28109		
1						
1						
1	FL		The Claw GC @ USF	The Claw GC @ USF Tampa, FL 33618		
1						
1						
1						
1						
1	MI		Venue	Venue Fremont, MI 49412		
1						
1						
1	PA		John Rudy County Park	John Rudy County Park York, PA 17406		
1						
1						
1	NY		Vassar Farms	Vassar Farms Poughkeepsie, NY 10604		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	PA	Moon Township	Youthtowne	Youthtowne Moon Township, PA		
1						
1						
1						
1	MN		Lesterwood Golf Course	Lesterwood Golf Course Duluth, MN 55804		
1	MN		Crown College	Crown College 8700 College View Drive St Bonifacius, MN 55375		
1						
1						
1						
1						
1						
1						
1	TX		Country Campus Golf Course	Country Campus Golf Course Huntsville, TX 77340		
1						
1						
1						
1						
1						
1	LA	Baton Rouge	Highland Park	Highland Park Baton Rouge, LA		
1						
1	AR		St. Scholastica	St. Scholastica Fort Smith, AR 72903		
1						
