# n_meets	state	city	venue_name	location_raw	gps_lat	gps_long   (fill the last two with your geocoder)
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	KS		Cessna Activity Center	Cessna Activity Center 2301 E Douglas Ave Wichita, KS 67211		
1	NH		Belmont HS Woods Loop	Belmont HS Woods Loop Belmont, NH 03220		
1						
1						
1						
1						
1						
1						
1	IL		Donovon Park	Donovon Park Peoria, IL 61614		
1						
1						
1						
1	CA		Irvine Park	Irvine Park irvine, CA 92869		
1	TX		Bulldog Stadium	Bulldog Stadium Borger, TX 79007		
1						
1						
1						
1						
1						
1						
1	CA		Balboa Park	Balboa Park San Diego, CA 92101		
1	VT		Lyndon State	Lyndon State Lyndon, VT 05851		
1						
1						
1						
1	IL		Donovan Golf Course	Donovan Golf Course Peoria, IL 61625		
1						
1						
1						
1						
1			13th St Park	13th St Park Andover, Kansas 67002		
1						
1						
1	CA		El Dorado Park	El Dorado Park , CA		
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1						
1	NC	Cary	WakeMed Soccer Park -- Cary NC	WakeMed Soccer Park -- Cary NC Cary, NC		
1						
1	FL		Ocala Jockey Club	Ocala Jockey Club 8720 W Hwy 318 Reddick, FL 32686		
1	FL		Hawk XC Course	Hawk XC Course Port Orange, FL 32119		
1						
1						
1						
1						
1	TN		Eastland Green South Nine Golf Course	Eastland Green South Nine Golf Course 4674 Sango Rd Clarksville, TN 37403		
1						
1			Southeastern Oklahoma State	Southeastern Oklahoma State Surant, OK, Oklahoma 74730		
1	IL		Camera Park	Camera Park Glendale Heights, IL 60478		
1						
1						
1	NY		St. Joseph's College	St. Joseph's College Kings Point, NY 11754		
1						
1	NH		MOULTONBOROUGH	MOULTONBOROUGH 23 Blake Rd Moultonborough, NH 03254		
1	CA		Toro Park	Toro Park Salinas, CA 93924		
1	LA		Louisiana Tech	Louisiana Tech Ruston, LA 71272		
1	TX		EJ "Jeep" Webb Track	EJ "Jeep" Webb Track Borger, TX 79007		
1	TN		Maryville Cpllege	Maryville Cpllege Maryville, TN 37804		
1						
1	PA		Haverford	Haverford Haverford, PA 19041		
1	NH		Nashua South	Nashua South Nashua, NH 03063		
1						
1						
1						
1	SC		Clemson Sandhill Research and Education Center	Clemson Sandhill Research and Education Center Columbia, SC 29208		
1						
1						
1						
1	CA		Crystal Springs XC Course	Crystal Springs XC Course Belmont, CA 95119		
1						
1	MT		Hickory Swing Golf Course	Hickory Swing Golf Course Great Falls, MT 59404		
1						
1						
1						
1						
1	TX		TLU	TLU Fleming and Memorial Seguin, TX 78666		
1						
