# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
tfrrs	53324	None	84	-7.55	3.10	-5.1	
anet	615346	1	70	+8.98	6.74	+5.1	
tfrrs	15180	None	33	-9.42	7.46	-5.1	
tfrrs	13395	None	45	-8.14	5.05	-5.1	
anet	102633	1	70	+8.39	4.24	+5.1	
tfrrs	33076	None	60	-8.17	5.98	-5.1	
tfrrs	4385	None	21	-12.71	10.70	-5.1	
tfrrs	75639	None	142	-7.63	5.04	-5.1	
tfrrs	28881	None	40	-8.25	5.14	-5.1	
tfrrs	36502	None	19	-10.53	7.31	-5.1	
tfrrs	71695	None	88	-8.59	9.10	-5.0	
tfrrs	66238	None	130	-7.48	2.97	-5.0	
tfrrs	90833	None	20	-8.72	4.60	-5.0	
tfrrs	86266	None	20	-8.42	4.01	-5.0	
tfrrs	48929	None	391	-7.43	3.38	-5.0	
anet	258101	1	73	+9.00	6.98	+5.0	
anet	241024	1	40	+8.62	4.06	+5.0	
tfrrs	31841	None	181	-7.62	5.60	-5.0	
tfrrs	13356	None	107	-8.21	8.24	-5.0	
anet	410299	1	30	-9.17	6.61	-5.0	
tfrrs	57393	None	44	-8.25	5.41	-5.0	
anet	84432	1	143	+8.70	8.17	+5.0	
tfrrs	75858	None	116	-8.12	8.06	-5.0	
tfrrs	47632	None	15	-9.59	5.29	-5.0	
anet	499910	2	22	+8.76	3.36	+5.0	
tfrrs	54348	None	74	-7.99	5.83	-5.0	
tfrrs	71508	None	86	-7.66	4.27	-5.0	
anet	374085	1	13	-11.20	6.83	-5.0	
tfrrs	9022	None	14	-10.69	6.48	-5.0	
tfrrs	49976	None	64	-7.64	3.56	-5.0	
tfrrs	7767	None	69	-7.74	4.33	-5.0	
tfrrs	95451	None	70	-7.77	4.54	-5.0	
tfrrs	37065	None	109	-8.02	7.32	-5.0	
tfrrs	35950	None	18	-10.60	7.24	-5.0	
tfrrs	27468	None	135	-7.47	3.18	-5.0	
tfrrs	35949	None	57	-7.92	4.86	-5.0	
anet	119952	1	184	+8.17	4.97	+5.0	
tfrrs	13497	None	75	-7.86	5.24	-5.0	
anet	475470	1	52	+8.78	5.25	+5.0	
tfrrs	53362	None	47	-8.11	5.16	-5.0	
tfrrs	85477	None	85	-7.72	4.72	-5.0	
tfrrs	81974	None	175	-7.56	5.03	-5.0	
tfrrs	4824	None	68	-8.52	7.84	-5.0	
anet	209097	1	82	+8.44	5.05	+5.0	
tfrrs	88406	None	32	-8.55	5.45	-5.0	
tfrrs	76567	None	12	-8.08	2.56	-5.0	
tfrrs	50751	None	161	-7.56	4.85	-5.0	
tfrrs	50237	None	175	-7.46	3.58	-5.0	
anet	216809	1	18	-12.00	9.09	-5.0	
anet	542775	1	70	+8.65	5.62	+5.0	
anet	166191	9	67	+8.20	3.31	+5.0	
tfrrs	14007	None	167	-8.07	9.49	-5.0	
tfrrs	77407	None	132	-7.57	4.55	-5.0	
anet	113231	1	28	+8.48	3.12	+5.0	
tfrrs	16103	None	14	-8.67	3.82	-5.0	
tfrrs	10020	None	57	-8.61	7.52	-5.0	
tfrrs	846	None	26	-10.63	8.80	-5.0	
tfrrs	17584	None	58	-8.00	5.33	-5.0	
tfrrs	79045	None	38	-8.06	4.54	-5.0	
tfrrs	73679	None	52	-8.67	7.39	-5.0	
tfrrs	78639	None	49	-8.13	5.39	-5.0	
tfrrs	57013	None	110	-7.62	4.67	-5.0	
anet	287692	1	76	+9.28	8.25	+5.0	
tfrrs	8050	None	32	-9.30	7.21	-5.0	
anet	480840	1	16	-8.65	4.08	-5.0	
tfrrs	40714	None	51	-7.66	3.45	-5.0	
tfrrs	92938	None	99	-7.65	4.73	-5.0	
anet	405702	1	69	+9.40	8.27	+5.0	
tfrrs	77938	None	85	-7.55	3.60	-5.0	
tfrrs	84624	None	53	-7.81	4.31	-5.0	
tfrrs	89545	None	121	-7.58	4.66	-5.0	
tfrrs	50719	None	18	-9.23	5.32	-5.0	
tfrrs	67399	None	42	-8.04	4.74	-5.0	
tfrrs	13734	None	35	-8.68	6.12	-5.0	
tfrrs	52696	None	67	-8.26	6.91	-5.0	
tfrrs	5767	None	28	+15.53	13.61	+5.0	
tfrrs	74457	None	27	-9.15	6.36	-5.0	
tfrrs	43195	None	52	-8.76	7.73	-5.0	
tfrrs	44747	None	22	-8.46	4.42	-5.0	
tfrrs	71778	None	71	-7.98	5.94	-5.0	
anet	164139	2	39	+9.36	6.17	+5.0	
tfrrs	63884	None	23	-7.81	2.88	-5.0	
tfrrs	54293	None	46	-8.98	7.89	-5.0	
tfrrs	47985	None	35	-7.99	4.19	-5.0	
tfrrs	81143	None	48	-8.63	7.07	-5.0	
tfrrs	14508	None	33	-8.19	4.69	-5.0	
tfrrs	14931	None	38	-8.10	4.76	-5.0	
anet	478958	1	16	-10.19	6.37	-5.0	
tfrrs	58366	None	27	-8.80	5.66	-5.0	
tfrrs	10722	None	29	-7.78	3.16	-5.0	
tfrrs	38049	None	87	-7.68	4.81	-5.0	
anet	594327	1	24	+10.78	7.06	+5.0	
tfrrs	89348	None	50	-8.71	7.46	-5.0	
tfrrs	93633	None	145	-7.69	6.30	-5.0	
tfrrs	93634	None	145	-7.69	6.30	-5.0	
anet	469865	1	98	+8.83	7.72	+5.0	
tfrrs	65239	None	46	-8.16	5.46	-5.0	
tfrrs	48232	None	70	-7.51	3.15	-5.0	
anet	439318	1	22	+10.38	6.22	+5.0	
tfrrs	54152	None	47	-7.92	4.64	-5.0	
tfrrs	38884	None	36	-7.92	4.06	-5.0	
tfrrs	29345	None	32	-7.83	3.53	-5.0	
tfrrs	67398	None	31	-8.69	5.85	-5.0	
tfrrs	11585	None	22	-8.82	5.17	-5.0	
tfrrs	18839	None	13	-9.82	5.32	-5.0	
tfrrs	77616	None	13	-9.17	4.47	-5.0	
tfrrs	43637	None	80	-8.06	6.75	-5.0	
anet	32237	1	40	+9.37	6.32	+5.0	
tfrrs	76550	None	146	-7.39	2.78	-5.0	
tfrrs	61962	None	18	-10.22	6.83	-5.0	
tfrrs	58005	None	110	-7.90	6.97	-5.0	
tfrrs	56119	None	55	-9.11	9.04	-5.0	
anet	84468	2	71	+10.32	11.04	+5.0	
tfrrs	79005	None	109	-7.86	6.72	-5.0	
anet	292940	1	110	+8.55	6.86	+5.0	
anet	292992	1	110	+8.55	6.86	+5.0	
tfrrs	85531	None	30	-9.27	7.02	-5.0	
tfrrs	92180	None	16	-14.66	11.72	-5.0	
anet	99098	2	30	+9.86	6.41	+5.0	
tfrrs	59470	None	42	-7.75	3.74	-5.0	
tfrrs	34173	None	26	-9.34	6.67	-5.0	
anet	52524	1	24	-10.42	8.23	-5.0	
tfrrs	38302	None	103	-7.61	4.87	-5.0	
tfrrs	45906	None	42	-8.09	5.04	-5.0	
tfrrs	33039	None	33	-7.83	3.64	-5.0	
tfrrs	60498	None	21	-9.04	5.48	-5.0	
anet	222911	1	63	+8.26	3.94	+5.0	
tfrrs	71476	None	148	-7.67	6.38	-5.0	
anet	546264	2	16	-8.01	2.95	-5.0	
tfrrs	56007	None	59	-7.61	3.71	-5.0	
tfrrs	54843	None	95	-7.76	5.76	-5.0	
anet	47133	1	12	+10.82	5.07	+5.0	
anet	104311	2	13	-7.41	1.05	-5.0	
tfrrs	60804	None	37	-9.77	8.93	-5.0	
anet	495264	1	71	+9.17	7.86	+5.0	
tfrrs	67033	None	71	-8.47	8.12	-5.0	
tfrrs	10053	None	27	-9.02	6.20	-5.0	
tfrrs	35507	None	43	-7.80	4.06	-5.0	
tfrrs	36487	None	27	-8.64	5.42	-5.0	
anet	235086	1	20	-8.27	3.92	-5.0	
anet	559752	5	14	-8.24	3.22	-5.0	
tfrrs	18442	None	15	-10.20	6.25	-5.0	
anet	280445	2	14	+8.70	2.77	+5.0	
tfrrs	77604	None	97	-7.82	6.23	-5.0	
tfrrs	54669	None	64	-7.69	4.40	-5.0	
tfrrs	7635	None	59	-8.14	6.24	-5.0	
anet	157690	1	12	+16.02	9.35	+5.0	
tfrrs	74653	None	43	-8.87	7.46	-5.0	
tfrrs	76422	None	34	-8.57	5.91	-5.0	
anet	422157	2	19	+10.84	6.43	+5.0	
tfrrs	33853	None	41	-8.20	5.41	-5.0	
anet	309982	3	64	+8.35	4.51	+5.0	
tfrrs	79149	None	32	-10.97	10.54	-5.0	
anet	613211	1	93	+8.20	4.51	+5.0	
tfrrs	48199	None	36	-8.98	7.10	-5.0	
tfrrs	41325	None	31	-7.99	4.10	-5.0	
tfrrs	52855	None	29	-9.86	8.10	-5.0	
tfrrs	12962	None	32	-9.27	7.32	-5.0	
anet	476961	1	17	+8.54	2.77	+5.0	
anet	261794	4	12	-8.26	3.05	-5.0	
tfrrs	63543	None	106	-7.96	7.46	-5.0	
tfrrs	68014	None	43	-8.60	6.78	-5.0	
tfrrs	60120	None	62	-7.67	4.32	-5.0	
anet	240773	1	16	-7.89	2.76	-5.0	
tfrrs	57481	None	407	-7.31	3.54	-5.0	
anet	427004	1	43	-8.30	5.90	-5.0	
tfrrs	30676	None	53	-7.72	4.24	-5.0	
tfrrs	41866	None	276	-7.35	4.17	-5.0	
tfrrs	30067	None	27	-9.84	7.82	-5.0	
tfrrs	12251	None	15	-9.69	5.62	-5.0	
tfrrs	67751	None	24	-9.10	6.06	-5.0	
tfrrs	75983	None	75	-7.85	5.78	-5.0	
anet	216705	1	12	-9.03	4.20	-5.0	
tfrrs	30584	None	29	-9.13	6.74	-5.0	
anet	68604	1	125	+8.20	5.44	+5.0	
tfrrs	13435	None	13	+8.57	2.51	+5.0	
tfrrs	58106	None	136	-7.48	4.66	-5.0	
tfrrs	85888	None	54	-7.70	4.22	-5.0	
tfrrs	44216	None	83	-7.82	5.92	-5.0	
tfrrs	13156	None	51	-7.85	4.78	-5.0	
tfrrs	71815	None	18	-10.63	7.49	-5.0	
tfrrs	57190	None	110	-7.80	6.69	-5.0	
tfrrs	49667	None	66	-7.49	3.38	-5.0	
tfrrs	59515	None	31	-9.33	7.37	-5.0	
anet	619087	1	37	-8.03	4.71	-5.0	
tfrrs	14166	None	18	-8.90	4.93	-5.0	
anet	647952	1	13	-8.78	4.02	-5.0	
tfrrs	76242	None	15	-7.98	2.89	-5.0	
anet	190939	1	31	+10.06	6.99	+5.0	
anet	383021	1	70	+8.25	4.40	+5.0	
anet	96456	1	42	+9.86	7.74	+5.0	
tfrrs	73415	None	123	-7.55	5.16	-5.0	
tfrrs	84664	None	147	-7.48	4.91	-5.0	
tfrrs	79078	None	56	-7.97	5.57	-5.0	
anet	84433	1	108	+8.92	8.91	+5.0	
tfrrs	77115	None	99	-7.76	6.15	-5.0	
anet	430931	1	12	-8.88	4.01	-5.0	
tfrrs	15549	None	12	-11.64	7.22	-5.0	
tfrrs	42700	None	32	-7.88	3.94	-5.0	
tfrrs	8593	None	20	-9.09	5.55	-5.0	
tfrrs	34867	None	13	-8.66	3.86	-5.0	
tfrrs	60325	None	30	-7.79	3.50	-5.0	
tfrrs	8830	None	57	-8.52	7.64	-4.9	
tfrrs	12498	None	15	-10.82	7.11	-4.9	
tfrrs	60504	None	109	-7.82	6.97	-4.9	
tfrrs	24794	None	22	-12.51	11.02	-4.9	
tfrrs	73895	None	21	-8.13	3.83	-4.9	
anet	445689	1	44	+9.01	5.97	+4.9	
tfrrs	76613	None	119	-7.62	5.86	-4.9	
tfrrs	76152	None	193	-7.45	5.62	-4.9	
anet	482272	3	92	-7.73	5.89	-4.9	
tfrrs	26379	None	15	-8.58	4.04	-4.9	
tfrrs	72387	None	24	-7.75	3.07	-4.9	
tfrrs	10311	None	63	-8.96	9.53	-4.9	
tfrrs	80861	None	20	-8.48	4.48	-4.9	
anet	209098	1	78	+8.20	4.52	+4.9	
tfrrs	37238	None	169	-7.64	7.28	-4.9	
tfrrs	90509	None	39	-8.38	6.00	-4.9	
tfrrs	15745	None	23	-9.17	6.14	-4.9	
tfrrs	32543	None	42	-9.32	8.67	-4.9	
tfrrs	29714	None	104	-7.42	3.86	-4.9	
anet	434891	1	67	+9.07	7.64	+4.9	
anet	574923	1	76	-7.90	6.31	-4.9	
tfrrs	26688	None	62	-7.47	3.38	-4.9	
tfrrs	90319	None	41	-8.27	5.84	-4.9	
tfrrs	77095	None	53	-7.74	4.57	-4.9	
anet	327738	1	25	-12.43	11.67	-4.9	
anet	499785	1	40	-7.98	4.88	-4.9	
anet	146305	1	26	-9.06	6.34	-4.9	
tfrrs	59522	None	84	-7.68	5.43	-4.9	
tfrrs	60058	None	21	-7.92	3.38	-4.9	
anet	500672	2	21	-10.10	7.38	-4.9	
tfrrs	85575	None	106	-7.67	6.04	-4.9	
anet	284156	1	20	-10.00	7.07	-4.9	
tfrrs	13789	None	21	-8.04	3.67	-4.9	
tfrrs	57352	None	17	-8.08	3.40	-4.9	
tfrrs	71887	None	44	-7.78	4.34	-4.9	
anet	670104	1	156	+8.19	6.49	+4.9	
tfrrs	73486	None	60	-8.16	6.70	-4.9	
tfrrs	51635	None	55	-8.74	8.31	-4.9	
tfrrs	13613	None	115	-7.34	3.32	-4.9	
anet	225653	1	84	+8.00	3.54	+4.9	
tfrrs	38107	None	28	-10.34	8.98	-4.9	
tfrrs	92047	None	26	-9.25	6.73	-4.9	
tfrrs	25656	None	36	-8.37	5.78	-4.9	
tfrrs	60040	None	25	-8.25	4.56	-4.9	
tfrrs	12106	None	85	-9.04	11.46	-4.9	
anet	295022	1	68	+8.87	7.11	+4.9	
anet	561901	1	91	+8.29	5.59	+4.9	
tfrrs	50304	None	46	-7.44	2.82	-4.9	
tfrrs	86053	None	69	-7.71	5.19	-4.9	
tfrrs	25811	None	17	-10.03	6.58	-4.9	
tfrrs	72257	None	84	-7.65	5.39	-4.9	
anet	296185	1	26	-8.06	4.18	-4.9	
tfrrs	44031	None	56	-7.82	5.17	-4.9	
tfrrs	77203	None	185	-7.66	8.07	-4.9	
tfrrs	72006	None	91	-7.79	6.44	-4.9	
anet	117613	3	12	-8.63	3.76	-4.9	
tfrrs	42326	None	87	-7.54	4.76	-4.9	
tfrrs	45120	None	12	-9.24	4.58	-4.9	
tfrrs	60802	None	150	-7.39	4.74	-4.9	
tfrrs	56125	None	15	-8.86	4.57	-4.9	
tfrrs	45508	None	105	-7.74	6.62	-4.9	
tfrrs	16450	None	98	-7.37	3.64	-4.9	
tfrrs	82552	None	117	-7.42	4.46	-4.9	
tfrrs	35888	None	23	-8.04	3.91	-4.9	
anet	220913	1	13	+8.61	2.73	+4.9	
tfrrs	46560	None	27	-9.27	6.95	-4.9	
tfrrs	80575	None	70	-7.78	5.63	-4.9	
tfrrs	63669	None	13	-11.55	7.53	-4.9	
tfrrs	85580	None	111	-7.59	5.81	-4.9	
tfrrs	1051	None	13	-11.72	7.70	-4.9	
tfrrs	58007	None	85	-7.79	6.28	-4.9	
tfrrs	83819	None	21	-8.71	5.14	-4.9	
anet	284486	1	25	-9.69	7.45	-4.9	
tfrrs	68515	None	15	+13.71	8.67	+4.9	
tfrrs	90530	None	42	-8.49	6.67	-4.9	
tfrrs	76028	None	71	-8.39	8.30	-4.9	
anet	196787	1	14	+8.67	2.96	+4.9	
anet	427463	1	68	+7.98	3.24	+4.9	
tfrrs	37906	None	23	-7.83	3.40	-4.9	
tfrrs	50280	None	47	-9.22	9.07	-4.9	
tfrrs	60142	None	139	-7.55	6.33	-4.9	
anet	125363	1	61	+8.82	6.71	+4.9	
anet	438013	1	44	+8.62	5.12	+4.9	
tfrrs	57940	None	133	-7.32	3.79	-4.9	
tfrrs	80304	None	40	-8.66	7.01	-4.9	
tfrrs	18979	None	28	-8.80	6.17	-4.9	
tfrrs	54678	None	44	-7.61	3.86	-4.9	
tfrrs	90969	None	96	-7.80	6.85	-4.9	
tfrrs	9744	None	94	-7.87	7.15	-4.9	
tfrrs	78535	None	71	-7.90	6.35	-4.9	
tfrrs	54599	None	46	-7.92	5.19	-4.9	
tfrrs	74507	None	126	-7.51	5.72	-4.9	
anet	298024	1	14	-7.91	2.85	-4.9	
anet	646415	1	41	-8.01	5.22	-4.9	
tfrrs	59882	None	31	-9.06	7.07	-4.9	
tfrrs	7137	None	45	-11.19	13.33	-4.9	
tfrrs	29924	None	38	-7.58	3.49	-4.9	
anet	623649	1	24	-9.00	6.11	-4.9	
anet	259966	1	79	+8.23	5.14	+4.9	
tfrrs	89502	None	49	-7.47	3.37	-4.9	
tfrrs	7965	None	53	-8.52	7.67	-4.9	
anet	405849	4	47	+11.71	12.10	+4.9	
tfrrs	82353	None	225	-7.28	4.40	-4.9	
tfrrs	89766	None	90	-7.59	5.44	-4.9	
anet	532566	1	40	-8.12	5.52	-4.9	
tfrrs	20421	None	47	-8.98	8.50	-4.9	
anet	37282	1	14	-7.73	2.50	-4.9	
tfrrs	72009	None	77	-7.99	7.11	-4.9	
tfrrs	55417	None	30	-8.97	6.79	-4.9	
tfrrs	39258	None	38	-8.46	6.35	-4.9	
tfrrs	12404	None	55	-7.52	3.91	-4.9	
tfrrs	70933	None	345	-7.25	5.01	-4.9	
tfrrs	51774	None	30	-7.62	3.29	-4.9	
tfrrs	86936	None	13	-9.75	5.49	-4.9	
tfrrs	27535	None	35	-8.11	5.16	-4.9	
tfrrs	77525	None	43	-8.00	5.37	-4.9	
tfrrs	67885	None	40	-8.02	5.24	-4.9	
anet	559983	3	45	+9.49	7.53	+4.9	
tfrrs	36258	None	83	-7.79	6.42	-4.9	
anet	563251	1	61	+8.56	5.94	+4.9	
tfrrs	54090	None	42	-7.90	4.99	-4.9	
tfrrs	72053	None	128	-7.34	4.30	-4.9	
tfrrs	65289	None	43	-7.90	5.05	-4.9	
tfrrs	80865	None	27	-8.25	4.90	-4.9	
anet	210397	2	29	-9.40	7.56	-4.9	
tfrrs	68804	None	50	-7.49	3.62	-4.9	
tfrrs	46007	None	41	-7.80	4.56	-4.9	
anet	158604	2	12	-8.00	2.85	-4.9	
tfrrs	54573	None	52	-7.75	4.93	-4.9	
tfrrs	86259	None	21	-11.32	9.34	-4.9	
tfrrs	39509	None	29	-9.18	7.13	-4.9	
tfrrs	35375	None	137	-7.35	4.70	-4.9	
tfrrs	81458	None	47	-8.06	5.86	-4.9	
anet	441272	1	17	-9.95	6.59	-4.9	
anet	118024	1	89	+8.55	7.16	+4.9	
tfrrs	12378	None	51	-8.07	6.14	-4.9	
anet	404308	1	34	+8.36	3.92	+4.9	
tfrrs	34397	None	89	-7.78	6.66	-4.9	
tfrrs	76829	None	121	-7.48	5.67	-4.9	
tfrrs	73995	None	37	-7.91	4.74	-4.9	
tfrrs	68713	None	70	-7.71	5.60	-4.9	
tfrrs	63736	None	137	-7.26	3.57	-4.9	
anet	84189	1	86	+8.51	6.92	+4.9	
anet	403787	1	83	+8.38	6.19	+4.9	
tfrrs	86119	None	111	-7.36	4.38	-4.9	
anet	470346	2	32	+10.24	7.75	+4.9	
tfrrs	44634	None	35	-7.51	3.21	-4.9	
tfrrs	80708	None	82	-7.39	4.01	-4.9	
tfrrs	80866	None	36	-8.20	5.58	-4.9	
tfrrs	85881	None	78	-7.70	5.91	-4.9	
tfrrs	38684	None	30	-10.96	10.59	-4.9	
tfrrs	9164	None	51	-8.25	6.80	-4.9	
tfrrs	9329	None	31	-8.30	5.43	-4.9	
tfrrs	72817	None	29	-7.89	4.19	-4.9	
tfrrs	75720	None	238	-7.28	5.25	-4.9	
tfrrs	80477	None	99	-7.31	3.71	-4.9	
tfrrs	34429	None	55	-8.44	7.71	-4.9	
tfrrs	44197	None	68	-7.64	5.20	-4.9	
tfrrs	27537	None	35	-8.00	4.95	-4.9	
tfrrs	50286	None	27	-8.71	5.99	-4.9	
tfrrs	39739	None	78	-7.84	6.66	-4.9	
tfrrs	71818	None	121	-7.70	7.42	-4.9	
tfrrs	60349	None	36	-8.17	5.53	-4.9	
tfrrs	32581	None	119	-7.26	3.64	-4.9	
anet	335608	1	35	-8.88	7.25	-4.9	
tfrrs	59158	None	43	-8.05	5.69	-4.9	
anet	410297	1	19	-8.71	5.05	-4.9	
tfrrs	2167	None	26	-11.71	11.08	-4.9	
tfrrs	66868	None	46	-8.92	8.44	-4.8	
tfrrs	34493	None	109	-7.31	4.14	-4.8	
anet	302895	8	13	+10.51	5.28	+4.8	
tfrrs	6252	None	55	-7.87	5.76	-4.8	
tfrrs	63428	None	148	-7.61	7.64	-4.8	
tfrrs	59343	None	47	-9.07	8.93	-4.8	
anet	213910	1	24	-8.44	5.14	-4.8	
tfrrs	5872	None	70	-8.80	10.04	-4.8	
anet	474500	1	23	+8.94	4.54	+4.8	
tfrrs	78976	None	158	-7.38	5.74	-4.8	
anet	379070	1	73	+8.59	6.84	+4.8	
tfrrs	39960	None	56	-7.47	4.01	-4.8	
tfrrs	72427	None	47	-9.67	10.43	-4.8	
tfrrs	81171	None	52	-7.38	3.34	-4.8	
anet	132494	1	12	+7.93	1.53	+4.8	
tfrrs	90081	None	17	-9.45	5.95	-4.8	
tfrrs	60385	None	58	-7.49	4.20	-4.8	
anet	204737	1	126	+8.24	7.09	+4.8	
tfrrs	48975	None	32	-7.87	4.44	-4.8	
anet	282888	1	59	+8.05	4.02	+4.8	
tfrrs	76891	None	56	-8.91	9.31	-4.8	
tfrrs	41213	None	30	-8.16	5.08	-4.8	
tfrrs	90936	None	85	-8.37	9.47	-4.8	
tfrrs	78527	None	27	-8.68	6.02	-4.8	
tfrrs	28816	None	32	-9.75	8.78	-4.8	
tfrrs	33698	None	28	-7.67	3.58	-4.8	
tfrrs	61384	None	12	-7.96	2.88	-4.8	
tfrrs	28008	None	27	-7.97	4.36	-4.8	
tfrrs	35020	None	50	-7.62	4.58	-4.8	
anet	350043	1	81	+8.43	6.61	+4.8	
tfrrs	67651	None	50	-7.59	4.44	-4.8	
tfrrs	72129	None	85	-8.09	8.32	-4.8	
tfrrs	82491	None	44	-7.73	4.73	-4.8	
tfrrs	71649	None	107	-7.64	6.84	-4.8	
tfrrs	59988	None	42	-8.09	5.86	-4.8	
tfrrs	74893	None	28	-8.04	4.65	-4.8	
tfrrs	93359	None	126	-7.24	3.93	-4.8	
anet	166191	8	23	+7.98	2.34	+4.8	
anet	315730	1	76	+8.32	5.98	+4.8	
anet	317339	7	14	+12.71	7.69	+4.8	
anet	309051	2	25	+9.23	5.34	+4.8	
tfrrs	80209	None	17	-10.44	7.39	-4.8	
tfrrs	47658	None	131	-7.57	7.14	-4.8	
tfrrs	63325	None	47	-8.42	7.25	-4.8	
tfrrs	67309	None	49	-7.61	4.55	-4.8	
tfrrs	58108	None	31	-8.12	5.15	-4.8	
tfrrs	43933	None	51	-8.78	8.62	-4.8	
tfrrs	72890	None	18	-7.26	1.59	-4.8	
tfrrs	29799	None	70	-7.48	4.70	-4.8	
tfrrs	63077	None	149	-7.27	4.71	-4.8	
tfrrs	54736	None	15	-8.75	4.62	-4.8	
tfrrs	6480	None	38	-8.51	6.76	-4.8	
tfrrs	67623	None	47	-8.11	6.30	-4.8	
tfrrs	48517	None	172	-7.22	4.44	-4.8	
tfrrs	56844	None	24	-9.03	6.39	-4.8	
tfrrs	71694	None	55	-7.66	5.05	-4.8	
anet	344904	1	12	+8.57	2.81	+4.8	
anet	207063	1	124	+7.95	5.35	+4.8	
tfrrs	65187	None	97	-7.54	5.98	-4.8	
anet	177052	1	128	+8.30	7.79	+4.8	
tfrrs	17934	None	67	-7.62	5.39	-4.8	
tfrrs	32654	None	13	-9.50	5.33	-4.8	
anet	446112	1	42	-8.20	6.26	-4.8	
anet	489621	1	16	-8.67	4.67	-4.8	
tfrrs	58735	None	21	-7.90	3.77	-4.8	
tfrrs	82744	None	132	-7.54	7.02	-4.8	
anet	84896	1	37	+8.50	4.79	+4.8	
tfrrs	39489	None	18	-8.50	4.67	-4.8	
tfrrs	78070	None	49	-8.51	7.72	-4.8	
tfrrs	41532	None	76	-7.40	4.48	-4.8	
anet	638964	1	61	+8.54	6.30	+4.8	
tfrrs	80829	None	34	-7.99	5.07	-4.8	
anet	348558	1	43	+8.54	5.28	+4.8	
tfrrs	26679	None	12	-8.45	3.74	-4.8	
anet	645089	4	29	+8.88	5.12	+4.8	
anet	375274	1	14	-10.52	6.84	-4.8	
tfrrs	90541	None	52	-7.46	4.08	-4.8	
tfrrs	7291	None	23	-8.72	5.74	-4.8	
anet	557279	2	58	+8.63	6.47	+4.8	
tfrrs	45756	None	34	-7.83	4.60	-4.8	
anet	405849	6	16	+12.49	8.07	+4.8	
tfrrs	32372	None	51	-8.28	7.22	-4.8	
tfrrs	57565	None	149	-7.35	5.94	-4.8	
anet	341299	1	33	-8.65	6.71	-4.8	
tfrrs	10831	None	16	-9.82	6.40	-4.8	
tfrrs	85570	None	115	-7.36	5.31	-4.8	
tfrrs	56422	None	80	-7.32	4.13	-4.8	
tfrrs	58107	None	96	-7.39	5.11	-4.8	
tfrrs	78438	None	131	-7.48	6.69	-4.8	
tfrrs	11847	None	77	-8.33	9.09	-4.8	
tfrrs	82806	None	97	-7.76	7.46	-4.8	
anet	337521	2	14	+10.83	5.93	+4.8	
tfrrs	62178	None	37	-7.78	4.69	-4.8	
anet	589784	2	24	+8.84	4.62	+4.8	
tfrrs	63641	None	67	-8.07	7.52	-4.8	
tfrrs	67321	None	45	-9.05	8.91	-4.8	
tfrrs	55033	None	42	-8.88	8.19	-4.8	
tfrrs	27039	None	46	-9.19	9.36	-4.8	
anet	166191	6	72	+7.69	2.40	+4.8	
tfrrs	15958	None	50	-8.66	8.32	-4.8	
tfrrs	60281	None	59	-7.87	6.29	-4.8	
tfrrs	10723	None	30	-7.50	3.31	-4.8	
tfrrs	33578	None	41	-7.35	3.18	-4.8	
tfrrs	72605	None	79	-7.77	6.86	-4.8	
tfrrs	63468	None	129	-7.16	3.69	-4.8	
tfrrs	63469	None	129	-7.16	3.69	-4.8	
anet	157709	1	14	-9.01	4.94	-4.8	
anet	459697	1	29	-9.24	7.57	-4.8	
anet	283872	1	27	+8.64	4.53	+4.8	
anet	269735	1	16	-13.31	10.79	-4.8	
tfrrs	76265	None	130	-7.68	8.26	-4.8	
tfrrs	94032	None	37	-8.16	5.90	-4.8	
anet	592422	1	27	+8.64	4.54	+4.8	
tfrrs	27557	None	23	-9.03	6.38	-4.8	
tfrrs	14307	None	58	-8.95	9.89	-4.8	
anet	644041	1	139	+8.02	6.69	+4.8	
tfrrs	80563	None	26	-7.52	3.23	-4.8	
tfrrs	86362	None	47	-7.88	5.74	-4.8	
tfrrs	81105	None	55	-7.66	5.34	-4.8	
tfrrs	36974	None	127	-7.74	8.58	-4.8	
tfrrs	56347	None	52	-7.88	6.04	-4.8	
tfrrs	3072	None	45	-9.32	9.65	-4.8	
tfrrs	68680	None	106	-7.20	3.96	-4.8	
anet	614644	1	52	-7.32	3.53	-4.8	
anet	298284	2	63	+9.42	9.29	+4.8	
tfrrs	33913	None	219	-7.20	5.73	-4.8	
tfrrs	32875	None	107	-7.61	7.17	-4.8	
tfrrs	75982	None	72	-7.74	6.50	-4.8	
anet	150760	2	18	-8.61	4.97	-4.8	
tfrrs	5283	None	22	+10.49	7.06	+4.8	
anet	257653	1	117	+8.38	8.24	+4.8	
tfrrs	72379	None	22	-7.67	3.41	-4.8	
tfrrs	32951	None	32	-8.07	5.29	-4.8	
tfrrs	18237	None	27	-8.03	4.77	-4.8	
tfrrs	35144	None	39	-7.91	5.35	-4.8	
anet	119955	1	161	+8.38	9.69	+4.8	
anet	347357	2	44	+8.88	6.47	+4.8	
tfrrs	56962	None	42	-7.64	4.61	-4.8	
tfrrs	82041	None	131	-7.11	3.32	-4.8	
tfrrs	69481	None	65	-7.87	6.75	-4.8	
tfrrs	59636	None	76	-7.57	5.87	-4.8	
tfrrs	13227	None	30	-7.46	3.28	-4.8	
anet	542562	1	25	+8.79	4.72	+4.8	
