# source	meet_id	div_id	n	c_pct	iqr_pct	z	already
anet	465835	1	15	-7.01	2.10	-4.5	
tfrrs	90581	None	12	-9.37	5.65	-4.5	
tfrrs	89147	None	51	-7.68	6.74	-4.5	
tfrrs	82233	None	172	-7.00	7.07	-4.5	
tfrrs	66213	None	118	-6.78	3.61	-4.5	
anet	209180	1	67	+8.01	6.62	+4.5	
tfrrs	56518	None	12	-8.44	4.45	-4.5	
tfrrs	70345	None	39	-8.55	8.29	-4.5	
tfrrs	84816	None	17	-8.91	6.05	-4.5	
anet	508714	1	18	-7.55	3.75	-4.5	
anet	517058	1	38	+8.38	6.00	+4.5	
anet	292938	1	33	+9.37	7.68	+4.5	
tfrrs	35221	None	48	-8.28	8.46	-4.5	
anet	497193	1	53	+7.81	5.19	+4.5	
tfrrs	80846	None	42	-9.40	10.69	-4.5	
anet	512888	1	50	+7.72	4.69	+4.5	
tfrrs	46079	None	14	-7.02	2.09	-4.5	
tfrrs	66873	None	42	-7.72	6.29	-4.5	
anet	472353	1	13	-6.95	1.83	-4.5	
tfrrs	54395	None	13	-8.11	4.13	-4.5	
anet	147500	1	66	+7.64	5.02	+4.5	
tfrrs	83794	None	160	-7.05	7.39	-4.5	
anet	168007	1	23	+8.34	4.59	+4.5	
anet	222874	2	15	-6.95	1.97	-4.5	
tfrrs	32601	None	72	-7.12	5.39	-4.5	
tfrrs	9052	None	26	-9.34	8.31	-4.5	
tfrrs	42902	None	177	-6.70	3.23	-4.5	
tfrrs	53443	None	116	-6.78	3.71	-4.5	
tfrrs	3168	None	36	-8.54	7.99	-4.5	
anet	241015	1	63	+7.81	5.69	+4.5	
anet	206138	1	43	+7.89	4.98	+4.5	
anet	561666	1	36	+7.83	4.36	+4.5	
tfrrs	88985	None	32	-8.09	6.48	-4.5	
tfrrs	57571	None	304	-6.81	6.65	-4.5	
tfrrs	49143	None	54	-7.05	4.34	-4.5	
anet	368377	1	33	+8.99	6.97	+4.5	
anet	123398	1	121	+7.88	8.31	+4.5	
anet	298142	1	47	-7.20	4.76	-4.5	
tfrrs	41172	None	41	-7.41	5.22	-4.5	
tfrrs	83564	None	31	-8.33	6.94	-4.5	
tfrrs	66685	None	153	-6.89	5.73	-4.5	
tfrrs	48224	None	111	-6.86	4.61	-4.5	
tfrrs	77488	None	107	-6.85	4.41	-4.5	
tfrrs	92569	None	83	-7.57	8.21	-4.5	
anet	527152	1	16	-7.47	3.41	-4.5	
tfrrs	82383	None	50	-7.27	5.24	-4.5	
anet	515386	2	15	+8.14	3.43	+4.5	
anet	214134	1	112	+7.56	6.15	+4.5	
tfrrs	76830	None	91	-7.09	5.94	-4.5	
tfrrs	84907	None	41	-7.24	4.63	-4.5	
anet	553747	1	30	+8.44	5.55	+4.5	
anet	418836	1	16	-14.02	12.57	-4.5	
anet	546597	1	88	-6.79	3.57	-4.5	
anet	650703	1	146	+7.34	5.20	+4.5	
tfrrs	8643	None	16	-10.02	7.51	-4.5	
tfrrs	85010	None	13	-8.54	4.83	-4.5	
tfrrs	40415	None	126	-6.82	4.65	-4.5	
tfrrs	55959	None	20	-9.33	7.32	-4.5	
tfrrs	82127	None	25	-7.68	4.82	-4.5	
tfrrs	35672	None	25	-7.29	3.80	-4.5	
tfrrs	32289	None	59	-7.44	6.46	-4.5	
tfrrs	62446	None	88	-6.73	2.96	-4.5	
tfrrs	46029	None	70	-7.52	7.40	-4.5	
tfrrs	1937	None	15	-9.08	6.00	-4.5	
tfrrs	55325	None	73	-6.91	4.24	-4.5	
tfrrs	13297	None	25	-7.48	4.34	-4.5	
anet	179665	1	14	-7.40	3.08	-4.5	
tfrrs	95398	None	42	-8.07	7.44	-4.5	
tfrrs	62116	None	54	-6.87	3.42	-4.5	
tfrrs	91703	None	28	-7.27	3.96	-4.5	
anet	295586	4	16	-7.98	4.43	-4.5	
tfrrs	86131	None	64	-7.20	5.64	-4.5	
tfrrs	52243	None	78	-7.66	8.46	-4.5	
tfrrs	59842	None	13	-8.82	5.23	-4.5	
anet	546386	2	84	+7.94	7.32	+4.5	
tfrrs	65277	None	34	-7.16	3.98	-4.5	
anet	113334	1	61	+8.33	7.62	+4.5	
anet	294653	1	69	+8.17	7.55	+4.5	
anet	561949	2	14	+9.21	4.87	+4.5	
anet	427354	1	31	-9.00	8.47	-4.5	
anet	424196	1	22	+7.83	3.51	+4.5	
tfrrs	42610	None	30	-7.80	5.65	-4.5	
tfrrs	73991	None	26	-9.25	8.24	-4.5	
anet	422170	1	25	-7.45	4.28	-4.5	
tfrrs	36892	None	202	-6.82	6.12	-4.5	
tfrrs	85932	None	38	-6.93	3.24	-4.5	
tfrrs	91641	None	54	-7.24	5.42	-4.5	
tfrrs	77331	None	15	-11.89	9.66	-4.5	
anet	552887	1	30	+7.44	2.84	+4.5	
tfrrs	55257	None	79	-6.99	5.08	-4.5	
tfrrs	54483	None	67	-7.60	7.66	-4.5	
tfrrs	92080	None	30	-7.31	4.26	-4.5	
anet	513228	2	20	+9.25	5.90	+4.5	
tfrrs	26157	None	73	-7.08	5.45	-4.5	
anet	70232	1	12	+8.49	3.62	+4.5	
anet	442941	1	62	-7.26	5.93	-4.5	
tfrrs	79467	None	45	-6.94	3.59	-4.5	
anet	332592	1	13	-9.28	5.88	-4.5	
anet	297336	1	13	-11.79	8.90	-4.5	
tfrrs	61062	None	129	-6.89	5.61	-4.5	
tfrrs	17902	None	36	-7.65	5.77	-4.5	
tfrrs	32678	None	75	-7.22	6.35	-4.5	
tfrrs	86939	None	83	-6.87	4.35	-4.5	
anet	244345	1	20	+10.58	7.75	+4.5	
anet	424661	1	18	-8.63	5.89	-4.5	
anet	601338	1	29	-7.48	4.72	-4.5	
anet	379063	1	41	+9.15	8.25	+4.5	
anet	284007	2	19	-7.09	2.82	-4.5	
anet	257039	2	24	-7.24	3.65	-4.5	
tfrrs	85968	None	70	-6.82	3.64	-4.5	
tfrrs	71212	None	97	-7.19	7.01	-4.5	
tfrrs	49887	None	130	-6.80	4.82	-4.5	
anet	284025	1	106	+7.23	3.73	+4.5	
tfrrs	91493	None	42	-7.25	4.89	-4.5	
tfrrs	21750	None	19	-8.00	4.93	-4.5	
tfrrs	31641	None	19	-7.76	4.44	-4.5	
anet	585030	1	17	-10.22	8.09	-4.5	
anet	309198	1	12	-13.51	10.42	-4.5	
tfrrs	82870	None	25	-9.66	8.85	-4.5	
anet	225551	1	82	-7.11	6.05	-4.5	
anet	299184	1	26	-7.38	4.21	-4.5	
tfrrs	17420	None	24	-6.95	2.70	-4.5	
anet	640381	6	28	-7.49	4.68	-4.5	
anet	563227	1	71	+7.44	4.52	+4.5	
tfrrs	60209	None	30	-6.95	3.03	-4.5	
tfrrs	27656	None	39	-7.55	5.74	-4.5	
anet	216372	5	12	-7.33	2.78	-4.5	
tfrrs	68490	None	42	-8.07	7.53	-4.5	
tfrrs	63585	None	93	-7.04	5.98	-4.5	
anet	544342	1	65	+7.77	5.92	+4.5	
tfrrs	21086	None	86	-6.81	4.04	-4.5	
tfrrs	91991	None	48	-7.15	4.80	-4.5	
anet	202920	2	12	-9.35	5.75	-4.5	
tfrrs	19876	None	23	-8.27	5.99	-4.5	
anet	131490	2	19	-9.44	7.38	-4.5	
tfrrs	83254	None	123	-6.75	4.26	-4.5	
tfrrs	4222	None	20	+10.75	8.00	+4.5	
tfrrs	5113	None	30	-7.68	5.39	-4.5	
tfrrs	60965	None	76	-7.36	7.16	-4.5	
tfrrs	80960	None	61	-6.96	4.42	-4.5	
tfrrs	8285	None	98	-7.63	9.54	-4.5	
tfrrs	19117	None	25	-8.11	5.92	-4.5	
tfrrs	84541	None	16	-8.76	5.78	-4.5	
tfrrs	39571	None	46	-7.00	4.07	-4.5	
tfrrs	84260	None	225	-6.76	5.87	-4.5	
tfrrs	32117	None	78	-6.70	2.91	-4.5	
anet	192875	1	12	-7.62	3.32	-4.5	
anet	553863	1	56	+7.59	4.79	+4.5	
anet	429608	1	15	-8.43	5.10	-4.5	
tfrrs	34872	None	24	+11.86	10.27	+4.5	
tfrrs	82869	None	39	-9.07	9.78	-4.5	
tfrrs	88145	None	101	-7.00	6.06	-4.5	
tfrrs	15392	None	21	-8.80	6.71	-4.5	
tfrrs	90599	None	18	-8.72	6.08	-4.5	
tfrrs	52836	None	17	-9.73	7.43	-4.5	
tfrrs	39318	None	64	-7.97	8.99	-4.5	
tfrrs	73018	None	44	-8.90	9.97	-4.5	
tfrrs	71486	None	19	-7.02	2.71	-4.5	
tfrrs	10941	None	51	-7.18	5.16	-4.5	
tfrrs	87351	None	92	-7.65	9.39	-4.5	
anet	244786	1	64	+7.79	6.00	+4.5	
anet	166191	4	32	+7.32	2.60	+4.5	
anet	209101	1	88	+7.28	4.05	+4.5	
anet	411238	1	15	-7.66	3.81	-4.5	
tfrrs	62250	None	70	-6.86	4.15	-4.5	
anet	661058	1	99	+7.67	6.88	+4.5	
tfrrs	80510	None	33	-7.43	4.99	-4.5	
tfrrs	93456	None	23	-7.99	5.45	-4.5	
anet	371782	1	24	+8.23	4.69	+4.5	
tfrrs	72078	None	19	-10.36	8.82	-4.5	
anet	131675	2	19	-7.86	4.72	-4.5	
anet	664003	1	75	+7.44	4.82	+4.5	
tfrrs	69064	None	28	-7.62	5.13	-4.5	
anet	544480	1	40	+8.27	6.20	+4.5	
anet	435356	1	121	-6.76	4.58	-4.5	
tfrrs	9973	None	48	-7.07	4.60	-4.5	
tfrrs	71365	None	17	-8.36	5.35	-4.5	
tfrrs	79199	None	46	-6.88	3.53	-4.5	
tfrrs	30594	None	56	-7.21	5.59	-4.5	
tfrrs	75440	None	226	-6.75	6.17	-4.5	
tfrrs	78863	None	29	-7.36	4.50	-4.5	
tfrrs	34820	None	51	-7.16	5.16	-4.5	
anet	94227	1	40	-7.69	6.36	-4.5	
tfrrs	11486	None	84	-7.27	7.22	-4.5	
tfrrs	86269	None	49	-7.25	5.44	-4.5	
tfrrs	55490	None	29	-6.89	2.90	-4.5	
tfrrs	27050	None	55	-8.17	9.05	-4.5	
tfrrs	55482	None	24	-6.79	2.21	-4.5	
anet	384492	1	15	-11.72	9.56	-4.5	
anet	541115	2	15	+8.36	3.94	+4.5	
tfrrs	58584	None	32	-7.98	6.45	-4.5	
tfrrs	68107	None	67	-6.88	4.37	-4.5	
tfrrs	53847	None	290	-6.64	4.85	-4.5	
tfrrs	20354	None	13	-8.29	4.60	-4.5	
anet	611247	1	47	+7.51	4.17	+4.5	
tfrrs	31954	None	97	-6.97	5.90	-4.4	
anet	563245	1	60	+7.35	3.92	+4.4	
tfrrs	47849	None	64	-6.93	4.60	-4.4	
anet	492036	2	19	-7.45	3.89	-4.4	
tfrrs	74171	None	140	-6.77	5.24	-4.4	
tfrrs	29797	None	102	-6.66	3.15	-4.4	
tfrrs	83720	None	88	-6.84	4.72	-4.4	
anet	265858	3	19	-6.99	2.67	-4.4	
tfrrs	91716	None	88	-6.88	5.03	-4.4	
anet	147502	1	64	+7.45	4.62	+4.4	
tfrrs	39330	None	37	-7.85	6.63	-4.4	
tfrrs	71865	None	85	-7.28	7.39	-4.4	
anet	317831	1	48	-6.77	3.04	-4.4	
anet	508786	1	14	-7.24	2.91	-4.4	
tfrrs	8130	None	63	-7.30	6.44	-4.4	
anet	639437	1	28	+8.74	6.20	+4.4	
tfrrs	61676	None	31	-8.32	7.20	-4.4	
anet	204661	1	62	+8.59	8.82	+4.4	
tfrrs	80404	None	49	-6.91	3.96	-4.4	
anet	416246	1	33	-8.84	8.62	-4.4	
anet	188223	4	17	+8.20	3.97	+4.4	
anet	495546	1	42	+8.39	6.75	+4.4	
anet	610853	1	158	+7.10	3.57	+4.4	
tfrrs	94000	None	52	-7.73	7.47	-4.4	
tfrrs	87420	None	196	-6.73	5.71	-4.4	
tfrrs	76176	None	108	-7.01	6.64	-4.4	
tfrrs	75790	None	137	-6.97	7.13	-4.4	
tfrrs	75848	None	71	-7.32	6.98	-4.4	
tfrrs	81154	None	40	-7.17	4.69	-4.4	
anet	614845	1	35	+7.63	4.08	+4.4	
tfrrs	68678	None	67	-7.37	7.03	-4.4	
tfrrs	27148	None	19	-10.00	8.35	-4.4	
tfrrs	53623	None	59	-6.91	4.35	-4.4	
tfrrs	5755	None	82	-7.64	9.03	-4.4	
anet	312083	1	13	+9.37	5.03	+4.4	
tfrrs	34152	None	46	-8.04	7.99	-4.4	
tfrrs	73865	None	21	-7.92	5.16	-4.4	
tfrrs	31842	None	174	-6.85	6.94	-4.4	
tfrrs	51170	None	47	-6.92	3.99	-4.4	
tfrrs	62398	None	26	-8.58	7.15	-4.4	
tfrrs	54471	None	150	-6.71	4.92	-4.4	
tfrrs	43924	None	62	-7.91	8.86	-4.4	
tfrrs	25030	None	47	-6.99	4.35	-4.4	
tfrrs	75783	None	128	-6.95	6.84	-4.4	
tfrrs	39321	None	36	-8.70	8.70	-4.4	
tfrrs	72007	None	92	-6.72	3.88	-4.4	
anet	253081	2	15	+9.53	5.61	+4.4	
anet	265324	1	45	-7.25	5.35	-4.4	
tfrrs	59456	None	87	-6.73	3.94	-4.4	
tfrrs	69108	None	21	-8.08	5.49	-4.4	
anet	250470	1	30	+10.28	9.22	+4.4	
tfrrs	51233	None	87	-6.90	5.31	-4.4	
tfrrs	39085	None	57	-7.20	5.80	-4.4	
anet	653152	1	38	+7.99	5.41	+4.4	
anet	334301	1	77	+7.95	7.54	+4.4	
anet	52771	3	12	-8.13	4.23	-4.4	
anet	613181	1	74	+7.37	4.64	+4.4	
tfrrs	89880	None	106	-7.12	7.44	-4.4	
tfrrs	19233	None	32	-7.88	6.29	-4.4	
tfrrs	79090	None	57	-7.47	6.94	-4.4	
tfrrs	37456	None	15	-8.02	4.55	-4.4	
tfrrs	65450	None	30	-7.30	4.54	-4.4	
tfrrs	78228	None	26	-7.40	4.48	-4.4	
anet	155074	1	62	+7.84	6.36	+4.4	
tfrrs	24345	None	53	-6.66	2.58	-4.4	
anet	177748	1	124	+7.69	8.20	+4.4	
tfrrs	61133	None	137	-7.04	7.85	-4.4	
tfrrs	53681	None	41	-7.78	6.86	-4.4	
tfrrs	74192	None	17	-9.35	7.00	-4.4	
tfrrs	64089	None	65	-8.10	9.77	-4.4	
tfrrs	56379	None	48	-7.31	5.81	-4.4	
tfrrs	54748	None	22	-9.24	7.79	-4.4	
tfrrs	7842	None	47	-7.55	6.59	-4.4	
tfrrs	34006	None	85	-7.01	6.05	-4.4	
anet	180833	1	145	+7.11	4.02	+4.4	
tfrrs	77123	None	69	-6.95	5.08	-4.4	
tfrrs	59928	None	88	-6.76	4.33	-4.4	
tfrrs	36081	None	60	-6.93	4.65	-4.4	
tfrrs	73541	None	13	-8.72	5.28	-4.4	
anet	592355	1	28	-8.64	7.61	-4.4	
tfrrs	82488	None	99	-6.78	4.80	-4.4	
tfrrs	59945	None	78	-6.97	5.60	-4.4	
tfrrs	78775	None	82	-7.22	7.18	-4.4	
tfrrs	10554	None	49	-7.26	5.68	-4.4	
anet	409497	6	16	-7.55	3.87	-4.4	
anet	531934	1	15	-7.91	4.41	-4.4	
tfrrs	11953	None	75	-7.60	8.58	-4.4	
tfrrs	21348	None	33	+8.40	6.12	+4.4	
tfrrs	4116	None	58	-7.69	7.89	-4.4	
tfrrs	72326	None	71	-6.68	3.27	-4.4	
anet	644317	1	80	+7.57	6.07	+4.4	
tfrrs	41187	None	65	-7.01	5.33	-4.4	
tfrrs	12791	None	18	-8.87	6.48	-4.4	
tfrrs	84358	None	28	-7.24	4.25	-4.4	
anet	497289	1	98	+7.22	4.41	+4.4	
anet	75079	1	16	-6.87	2.25	-4.4	
anet	100880	1	21	-11.21	10.71	-4.4	
anet	125554	1	61	+7.56	5.27	+4.4	
anet	639444	1	63	+7.28	3.96	+4.4	
anet	316509	1	90	+7.44	5.77	+4.4	
anet	423344	3	27	+9.23	7.11	+4.4	
anet	494686	3	18	-7.48	3.97	-4.4	
anet	384907	1	26	-8.95	7.96	-4.4	
tfrrs	78351	None	23	-9.03	7.64	-4.4	
anet	421747	1	22	-9.79	8.74	-4.4	
tfrrs	90916	None	19	-7.28	3.63	-4.4	
tfrrs	40910	None	32	-6.84	3.08	-4.4	
tfrrs	88919	None	43	-8.15	8.18	-4.4	
anet	261794	2	26	-9.69	9.33	-4.4	
tfrrs	71494	None	44	-8.23	8.49	-4.4	
tfrrs	50672	None	17	-8.30	5.40	-4.4	
tfrrs	10832	None	38	-7.57	6.08	-4.4	
tfrrs	91254	None	34	-7.57	5.73	-4.4	
anet	422828	2	46	-6.87	3.90	-4.4	
tfrrs	58580	None	47	-6.88	3.97	-4.4	
tfrrs	6653	None	53	-7.60	7.30	-4.4	
tfrrs	45454	None	15	-8.75	5.78	-4.4	
tfrrs	89682	None	174	-6.66	5.25	-4.4	
anet	350091	1	40	+7.69	4.79	+4.4	
anet	275743	1	12	-8.38	4.67	-4.4	
anet	221790	1	38	+8.99	7.97	+4.4	
tfrrs	71970	None	88	-7.23	7.64	-4.4	
tfrrs	78788	None	94	-7.20	7.69	-4.4	
tfrrs	72105	None	54	-7.15	5.65	-4.4	
anet	643655	1	120	+7.28	5.64	+4.4	
tfrrs	85177	None	66	-7.44	7.51	-4.4	
anet	581966	1	76	-7.00	5.87	-4.4	
tfrrs	80524	None	55	-7.02	5.09	-4.4	
tfrrs	19485	None	31	-8.53	7.84	-4.4	
tfrrs	68708	None	98	-6.78	5.05	-4.4	
tfrrs	72713	None	200	-6.78	7.22	-4.4	
tfrrs	32548	None	45	-6.91	4.12	-4.4	
tfrrs	82342	None	68	-6.92	5.12	-4.4	
anet	99605	1	29	-8.26	7.02	-4.4	
anet	661486	1	131	+7.59	8.17	+4.4	
anet	467851	1	27	-7.17	4.06	-4.4	
tfrrs	50679	None	33	-7.74	6.18	-4.4	
tfrrs	76668	None	82	-7.02	6.30	-4.4	
anet	528648	1	38	-7.18	4.86	-4.4	
tfrrs	50610	None	21	-10.41	9.58	-4.4	
tfrrs	6105	None	23	-8.31	6.35	-4.4	
anet	546670	1	43	+7.85	5.56	+4.4	
tfrrs	16984	None	41	-11.89	16.48	-4.4	
tfrrs	78547	None	31	-8.34	7.45	-4.4	
anet	77136	1	24	-7.60	4.97	-4.4	
tfrrs	47659	None	98	-7.39	9.01	-4.4	
anet	553844	1	46	+7.81	5.63	+4.4	
tfrrs	34430	None	38	-7.47	5.85	-4.4	
tfrrs	76914	None	12	-7.51	3.36	-4.4	
tfrrs	15239	None	128	-6.65	4.64	-4.4	
anet	340698	1	23	+9.05	6.36	+4.4	
anet	449810	1	16	-8.00	4.81	-4.4	
tfrrs	52060	None	13	-6.96	2.38	-4.4	
tfrrs	44026	None	84	-6.91	5.77	-4.4	
tfrrs	63839	None	86	-7.11	7.06	-4.4	
tfrrs	66706	None	41	-7.05	4.60	-4.4	
anet	218373	1	30	-7.18	4.39	-4.4	
anet	381799	1	201	+7.19	6.66	+4.4	
anet	614001	1	88	+7.79	7.75	+4.4	
anet	491294	1	15	+7.59	2.81	+4.4	
anet	651632	1	72	+7.39	5.19	+4.4	
anet	281120	1	42	+8.25	6.69	+4.4	
tfrrs	5466	None	18	-8.82	6.51	-4.4	
tfrrs	57558	None	117	-6.68	4.83	-4.4	
tfrrs	53178	None	37	-7.61	6.24	-4.4	
anet	517305	1	61	+7.65	5.93	+4.4	
anet	503600	2	24	+10.69	9.02	+4.4	
tfrrs	52606	None	65	-7.02	5.70	-4.4	
anet	336562	1	16	-8.06	4.93	-4.4	
anet	551465	1	12	-8.68	5.14	-4.4	
tfrrs	41692	None	14	-7.37	3.40	-4.4	
tfrrs	70821	None	85	-7.10	7.00	-4.4	
anet	249001	1	89	+7.15	4.14	+4.4	
tfrrs	44227	None	31	-8.02	6.76	-4.4	
tfrrs	78531	None	68	-6.93	5.34	-4.4	
tfrrs	28511	None	85	-6.79	4.99	-4.4	
anet	164350	1	14	+9.04	4.97	+4.4	
anet	130231	1	20	+8.21	4.55	+4.4	
anet	374077	4	41	+7.75	5.21	+4.4	
tfrrs	60468	None	72	-7.37	7.73	-4.4	
anet	606692	8	12	+9.05	4.62	+4.4	
tfrrs	71251	None	199	-6.61	5.42	-4.4	
anet	652744	1	112	+7.33	6.12	+4.4	
anet	52025	2	12	-8.24	4.53	-4.4	
anet	300404	1	21	-8.68	6.80	-4.4	
anet	64827	1	165	+7.38	7.86	+4.4	
tfrrs	34995	None	84	-6.68	4.16	-4.4	
tfrrs	84831	None	20	-6.96	3.01	-4.4	
tfrrs	62613	None	89	-6.69	4.34	-4.4	
tfrrs	39493	None	58	-6.92	4.91	-4.4	
tfrrs	86421	None	35	-7.22	4.90	-4.4	
tfrrs	90985	None	142	-6.73	5.94	-4.4	
tfrrs	2289	None	20	-7.23	3.75	-4.4	
anet	89452	1	36	-6.90	3.79	-4.4	
tfrrs	81622	None	163	-6.60	4.76	-4.4	
anet	65241	1	32	-7.42	5.30	-4.4	
tfrrs	5970	None	13	-8.25	4.75	-4.4	
tfrrs	50807	None	48	-6.95	4.63	-4.4	
tfrrs	7098	None	58	-6.76	4.02	-4.4	
tfrrs	35038	None	88	-7.80	10.54	-4.4	
anet	517405	1	19	-7.43	4.14	-4.4	
anet	146842	1	17	+11.37	8.40	+4.4	
tfrrs	96044	None	129	-6.67	5.20	-4.4	
tfrrs	42596	None	57	-8.28	10.03	-4.4	
tfrrs	47217	None	277	-6.48	3.49	-4.4	
tfrrs	55409	None	43	-6.70	3.18	-4.4	
tfrrs	24458	None	67	-6.93	5.40	-4.4	
anet	636218	1	13	+7.63	2.74	+4.4	
anet	78796	1	52	-6.75	3.79	-4.4	
anet	167760	1	73	+7.21	4.31	+4.4	
anet	449328	6	14	-10.45	7.95	-4.4	
tfrrs	20969	None	20	-8.12	5.67	-4.4	
anet	226404	1	62	+7.70	6.29	+4.4	
anet	541630	1	34	-6.83	3.44	-4.4	
anet	90411	1	229	-6.96	10.32	-4.4	
tfrrs	73538	None	31	-8.57	8.08	-4.4	
anet	564291	4	22	+7.75	3.87	+4.4	
tfrrs	73250	None	193	-6.60	5.43	-4.4	
tfrrs	44715	None	80	-6.94	5.99	-4.4	
tfrrs	59815	None	27	-7.06	3.89	-4.4	
tfrrs	59550	None	49	-7.22	5.88	-4.4	
anet	425427	1	20	-7.18	3.65	-4.4	
anet	541115	1	100	+7.16	4.73	+4.4	
tfrrs	85269	None	42	-7.61	6.75	-4.4	
tfrrs	56135	None	50	-7.17	5.77	-4.4	
anet	111317	1	18	+8.73	5.22	+4.4	
tfrrs	10484	None	28	-8.09	6.66	-4.4	
tfrrs	49201	None	76	-6.66	4.02	-4.4	
anet	253082	2	18	+7.62	3.25	+4.4	
tfrrs	17545	None	57	-7.90	8.90	-4.4	
tfrrs	89313	None	126	-6.61	4.59	-4.4	
tfrrs	50797	None	40	-7.19	5.25	-4.4	
anet	221655	1	16	-11.06	9.33	-4.4	
tfrrs	45400	None	35	-7.52	5.93	-4.4	
tfrrs	67232	None	71	-7.10	6.54	-4.4	
tfrrs	77566	None	30	-7.88	6.40	-4.4	
tfrrs	67564	None	25	-6.91	3.31	-4.4	
anet	101879	1	12	-7.51	3.46	-4.4	
tfrrs	28691	None	39	-6.81	3.69	-4.4	
tfrrs	41117	None	58	-6.89	4.92	-4.4	
tfrrs	36360	None	110	-6.63	4.61	-4.4	
tfrrs	50460	None	36	-7.96	7.25	-4.4	
tfrrs	33429	None	46	-6.60	2.77	-4.4	
tfrrs	30725	None	47	-7.30	6.12	-4.4	
anet	366103	1	46	+7.88	6.08	+4.4	
tfrrs	50417	None	37	-7.32	5.49	-4.4	
tfrrs	59877	None	21	-8.54	6.63	-4.4	
tfrrs	54066	None	57	-7.06	5.72	-4.4	
tfrrs	54567	None	63	-7.03	5.85	-4.4	
tfrrs	82879	None	104	-6.74	5.45	-4.4	
anet	541880	1	74	+7.77	7.29	+4.4	
tfrrs	7772	None	17	-7.91	4.89	-4.4	
anet	613154	1	73	+7.18	4.30	+4.4	
tfrrs	48105	None	123	-6.53	3.68	-4.4	
tfrrs	35887	None	13	-8.40	5.02	-4.4	
tfrrs	23410	None	18	-9.99	8.40	-4.3	
anet	381683	1	29	+8.35	5.90	+4.3	
anet	495225	1	32	+8.75	7.07	+4.3	
tfrrs	24841	None	20	-8.33	6.11	-4.3	
anet	214131	1	111	+7.29	6.17	+4.3	
anet	417334	1	15	-9.47	6.96	-4.3	
anet	585194	2	12	-6.92	2.33	-4.3	
anet	551927	3	95	-6.87	6.24	-4.3	
tfrrs	26732	None	247	-6.59	6.39	-4.3	
tfrrs	21488	None	57	-6.77	4.25	-4.3	
anet	548498	1	26	-7.42	4.90	-4.3	
anet	130839	1	16	-7.13	3.22	-4.3	
tfrrs	17465	None	38	-6.90	4.09	-4.3	
anet	430910	1	28	+8.43	5.99	+4.3	
anet	388624	1	12	-8.59	5.10	-4.3	
tfrrs	53350	None	61	-6.85	4.91	-4.3	
anet	163276	1	18	-8.73	6.47	-4.3	
tfrrs	80161	None	24	-8.28	6.60	-4.3	
tfrrs	59487	None	43	-7.28	5.84	-4.3	
anet	64629	2	71	+7.26	4.76	+4.3	
tfrrs	77845	None	41	-7.27	5.67	-4.3	
tfrrs	49099	None	27	-8.95	8.36	-4.3	
anet	361973	1	43	-7.46	6.45	-4.3	
tfrrs	81940	None	104	-6.64	4.71	-4.3	
tfrrs	31839	None	87	-7.18	7.78	-4.3	
anet	350761	2	15	-6.92	2.62	-4.3	
tfrrs	6965	None	14	-8.11	4.78	-4.3	
tfrrs	94611	None	13	-16.54	14.69	-4.3	
tfrrs	78781	None	96	-7.08	7.64	-4.3	
anet	466445	4	25	+7.13	2.39	+4.3	
tfrrs	9796	None	45	-7.30	6.08	-4.3	
tfrrs	33349	None	80	-6.93	6.15	-4.3	
anet	118836	2	21	-7.59	4.82	-4.3	
tfrrs	35765	None	46	-6.76	3.83	-4.3	
tfrrs	6940	None	34	-6.97	4.16	-4.3	
anet	425597	2	12	-7.03	2.61	-4.3	
tfrrs	90540	None	47	-7.35	6.40	-4.3	
tfrrs	73296	None	55	-6.90	4.99	-4.3	
anet	221294	2	57	+7.36	4.84	+4.3	
anet	348559	1	49	+7.60	5.40	+4.3	
anet	203914	2	61	+7.90	7.15	+4.3	
anet	374997	1	16	+13.45	10.43	+4.3	
tfrrs	58397	None	60	-7.15	6.38	-4.3	
tfrrs	51782	None	33	-7.08	4.51	-4.3	
anet	202818	1	187	+7.08	6.06	+4.3	
tfrrs	4096	None	30	-7.62	5.86	-4.3	
tfrrs	60038	None	53	-7.12	5.88	-4.3	
tfrrs	68398	None	26	-7.35	4.78	-4.3	
tfrrs	34853	None	56	-7.38	7.10	-4.3	
tfrrs	47875	None	22	-7.91	5.63	-4.3	
tfrrs	79097	None	125	-6.70	5.90	-4.3	
anet	461809	7	24	-7.54	5.05	-4.3	
tfrrs	58843	None	49	-7.28	6.29	-4.3	
anet	200505	1	45	+8.76	8.48	+4.3	
anet	594223	1	28	+7.75	4.52	+4.3	
anet	48026	1	13	+8.36	4.02	+4.3	
tfrrs	71617	None	88	-6.80	5.69	-4.3	
tfrrs	32728	None	60	-7.60	8.22	-4.3	
anet	222079	1	28	-9.04	8.76	-4.3	
tfrrs	25564	None	65	-7.57	8.46	-4.3	
anet	72574	1	12	-7.37	3.30	-4.3	
anet	120850	2	88	+7.46	6.63	+4.3	
tfrrs	44836	None	37	-7.05	4.69	-4.3	
tfrrs	74348	None	91	-6.93	6.69	-4.3	
anet	125103	1	154	+19.87	50.89	+4.3	
tfrrs	29923	None	96	-6.86	6.40	-4.3	
anet	648437	4	155	+7.09	5.83	+4.3	
tfrrs	68951	None	13	-10.84	8.23	-4.3	
anet	496862	2	18	-10.62	9.37	-4.3	
tfrrs	67996	None	24	-7.40	4.74	-4.3	
